PK_CLIENTE,NOME_CLIENTE,EMAIL_CLIENTE,TIPO_CLIENTE,CPFCNPJ_CLIENTE,TS_INCLUSAO,DATA_NASCIMENTO_CLEINTE,ENDERECO_CLIENTE,CEP_CLIENTE,UF_CLIENTE
277,Nina da Costa,joao-miguelrocha@example.net,PF,87034621969,2022-11-22T11:20:00.000Z,1983-05-08,"Lagoa Arthur Barros, 1
Cachoeirinha
04209382 Caldeira de Moreira / TO",73856-957,TO
278,Danilo Duarte,ramosbruno@example.org,PF,16543280735,2015-03-02T10:10:00.000Z,1984-06-01,"Via Sales, 7
Venda Nova
34505105 Silva / DF",40383-971,DF
279,Helena Rezende,nina85@example.com,PF,93082647103,2022-12-20T11:21:00.000Z,1994-08-27,"Vereda Elisa Melo, 79
Vila Suzana Primeira Seção
88188-425 Sales / RS",41251480,RS
280,Antônio Rezende,caldeirasamuel@example.net,PF,68403192533,2016-09-22T14:06:00.000Z,1956-02-03,"Rua da Conceição, 80
Candelaria
95024-283 Nunes / BA",59702561,BA
281,Maria Cecília Costa,dmoura@example.net,PF,15063248780,2019-07-15T10:07:00.000Z,1997-11-12,"Rodovia Carvalho, 421
Conjunto Serra Verde
96440703 Rezende de Araújo / AP",85964298,AP
282,Carlos Eduardo Lopes,otavio24@example.org,PF,52397064170,2015-12-19T11:35:00.000Z,1993-10-06,"Vila de Oliveira, 3
Vila Havaí
11364-247 Nunes / DF",68301-753,DF
283,Agatha Pinto,carvalhovinicius@example.net,PF,35719068295,2015-01-25T15:44:00.000Z,1968-08-21,"Rodovia Castro, 56
Vila Aeroporto
78834-553 Moraes / RN",14310685,RN
284,Milena Peixoto,elisada-cunha@example.com,PF,38709614575,2011-04-17T15:53:00.000Z,2005-06-18,"Morro da Costa, 35
Miramar
55627-627 da Mata do Norte / SP",74310977,SP
285,Lorenzo Duarte,mariada-mota@example.net,PF,80695432133,2015-07-03T14:32:00.000Z,1958-11-14,"Morro de Lopes, 49
São Sebastião
11028-858 Pinto de Rezende / RR",14947282,RR
286,Kamilly Mendes,gabrielly68@example.com,PF,78961342096,2022-04-24T10:30:00.000Z,1970-01-13,"Vereda de Aragão, 33
Goiania
85239-665 Silva / PA",35498603,PA
287,Caio Ribeiro,paulo52@example.com,PF,82934067556,2018-11-26T13:11:00.000Z,2000-06-23,"Viaduto de Jesus, 23
Nossa Senhora Aparecida
16434898 da Mata do Sul / PR",17288-266,PR
288,Valentina Almeida,gomesraul@example.com,PF,51326980424,2018-10-14T15:22:00.000Z,1952-12-23,"Residencial de Oliveira, 12
Vila Nossa Senhora Do Rosário
05139-024 Farias / PE",10207922,PE
289,Nicolas Jesus,ryansantos@example.org,PF,50948721332,2017-11-03T12:47:00.000Z,1999-09-02,"Vila de Ferreira, 21
Pindura Saia
42451-455 Barros da Serra / CE",04065-364,CE
290,Luiza da Rocha,beatrizfarias@example.com,PF,09376125886,2022-02-12T15:21:00.000Z,1964-11-30,"Parque Pedro Henrique da Costa, 9
Vila São Rafael
06481-189 da Cruz / MT",99906-712,MT
291,Ana Vitória Barbosa,liviateixeira@example.org,PF,27508913612,2017-08-08T16:43:00.000Z,1980-08-30,"Setor de Viana, 972
Padre Eustáquio
88598-612 Ribeiro de Goiás / PA",80902-628,PA
292,Stephany Oliveira,maria-sophianunes@example.org,PF,23718609568,2015-01-08T13:05:00.000Z,1986-01-21,"Avenida de Moreira
Senhor Dos Passos
78315433 Castro / SP",59744-209,SP
293,Luiza Alves,pereiravinicius@example.com,PF,64917308240,2015-06-26T14:16:00.000Z,1984-06-23,"Morro de Porto, 41
Sport Club
65462-676 Farias da Mata / SC",02056823,SC
294,Emilly Nunes,antoniocavalcanti@example.org,PF,31092487514,2015-03-04T13:41:00.000Z,1982-04-10,"Trevo Gabriela Porto, 67
Colégio Batista
35807-329 Castro da Prata / AL",14585816,AL
295,Diogo da Cunha,nfogaca@example.net,PF,91607342561,2017-06-07T16:14:00.000Z,1970-11-29,"Alameda Isaac Melo, 854
Distrito Industrial Do Jatoba
93711-437 Farias de Minas / RN",72589-372,RN
296,Renan da Rosa,da-rosavitor-gabriel@example.com,PF,74091582397,2011-09-02T10:49:00.000Z,1986-08-15,"Lago Bruna Santos, 53
Floramar
12165-100 Nascimento / MA",38711-821,MA
297,Theo Farias,thales30@example.com,PF,47235809132,2021-06-27T10:33:00.000Z,1951-10-23,"Área Ana Beatriz Lima, 616
São José
42080854 Rocha de Aragão / AP",89904-772,AP
298,Melissa Farias,salescaio@example.com,PF,21867350408,2020-12-14T15:26:00.000Z,2001-10-26,"Núcleo da Mata, 1
Cenaculo
94382430 Pereira / AM",33080-415,AM
299,Isabella Moraes,da-pazpietro@example.net,PF,34862905170,2019-09-27T12:06:00.000Z,1967-07-05,"Vila Milena Barros
Castanheira
97048-113 Barros de Barros / RN",35676-172,RN
300,Helena Teixeira,araujoevelyn@example.com,PF,71509863230,2021-05-18T13:41:00.000Z,2000-11-04,"Trecho Maria Eduarda Nunes, 62
Santa Sofia
99377830 Araújo / ES",02024-530,ES
301,Camila Mendes,gduarte@example.net,PF,54918076300,2019-10-05T13:27:00.000Z,1964-12-07,"Conjunto da Mata, 991
Canadá
42944-056 Lopes de da Costa / CE",63318992,CE
302,Bruna Santos,diego29@example.org,PF,73265498000,2020-04-25T11:31:00.000Z,1958-10-18,"Alameda Maria Sophia Alves, 4
Barão Homem De Melo 1ª Seção
53070834 Melo / MA",70099475,MA
303,Vitor Gabriel Peixoto,luiz-fernando01@example.org,PF,79251043680,2014-09-14T14:53:00.000Z,1971-05-09,"Residencial de Freitas
São Tomaz
31229-021 Gonçalves / PE",60239-376,PE
304,Lavínia Pereira,lucas98@example.org,PF,69257014894,2020-03-17T16:52:00.000Z,1967-05-20,"Estação de Correia, 8
Barão Homem De Melo 2ª Seção
17168-131 Silveira da Mata / RS",44206-515,RS
305,Heloísa Melo,fda-paz@example.org,PF,80593461720,2021-03-11T11:48:00.000Z,2000-09-26,"Favela Maria Alice Moreira, 80
Nova Suíça
00690-348 Rezende da Mata / AM",61752741,AM
306,Pedro Miguel Ribeiro,helenacardoso@example.com,PF,17082964501,2017-01-25T14:57:00.000Z,1975-06-26,"Estação Pedro Lucas Caldeira, 1
Santa Helena
95630337 Melo de Silveira / SP",53709599,SP
307,Calebe Araújo,arthur78@example.net,PF,68495072300,2018-05-04T11:47:00.000Z,1982-10-27,"Alameda Antônio das Neves, 6
Alto Dos Pinheiros
79649-074 Souza do Amparo / PR",68834-755,PR
308,Juliana da Luz,levi01@example.net,PF,25438671044,2017-06-02T14:30:00.000Z,1984-09-03,"Pátio de Araújo, 585
Lorena
00424-753 Barbosa / AC",82876-888,AC
309,Maria Clara da Rosa,alanapereira@example.net,PF,60391278487,2020-04-12T11:11:00.000Z,1978-05-15,"Lago Ana Julia Monteiro, 89
Leticia
17224-946 da Paz / DF",52900-890,DF
310,Mariana Almeida,bviana@example.org,PF,81039624570,2018-05-01T12:59:00.000Z,1973-06-06,"Aeroporto de Carvalho, 37
Nossa Senhora Do Rosário
11310-812 Azevedo / ES",11213849,ES
311,Heloísa Sales,laurafogaca@example.org,PF,53720841979,2021-10-25T11:36:00.000Z,1977-10-25,"Recanto de da Cruz, 8
Santa Terezinha
01316025 Farias do Norte / AM",33496-958,AM
312,Levi das Neves,da-costanicolas@example.net,PF,75896314264,2022-08-16T11:26:00.000Z,1967-12-17,"Parque Rezende, 57
Braúnas
52890565 Farias / RR",98729638,RR
313,Heloísa Fogaça,caioviana@example.com,PF,96243085783,2019-12-12T11:38:00.000Z,1987-12-09,"Vila de Melo, 37
Vila Fumec
55345-106 Ramos de da Paz / RN",71479396,RN
314,Giovanna Moreira,rvieira@example.org,PF,28906147350,2020-09-26T13:20:00.000Z,1975-03-05,"Loteamento da Paz, 21
Capitão Eduardo
27417-298 Silva Grande / RR",10044737,RR
315,Elisa da Paz,nina63@example.com,PF,92147380504,2017-07-16T16:51:00.000Z,1953-03-13,"Distrito Moura, 461
Alto Barroca
62264-920 Araújo Paulista / PR",92931-030,PR
316,Cecília Moraes,erocha@example.org,PF,31978560230,2019-08-26T12:57:00.000Z,1958-06-04,"Esplanada Calebe Moraes
Novo Tupi
56066555 Moura da Praia / PA",18881-986,PA
317,Luana Cardoso,felipelima@example.org,PF,37280491588,2010-10-24T11:51:00.000Z,1950-04-17,"Jardim Farias
Vila Ouro Minas
94391-887 Moreira de Costela / TO",16610-375,TO
318,Evelyn Gomes,brocha@example.org,PF,90326147543,2020-06-26T10:35:00.000Z,1991-10-28,"Alameda Jesus, 721
Vila Da Amizade
56334-146 Costela / CE",44564215,CE
319,Bianca da Mota,beatrizribeiro@example.net,PF,34150289689,2013-03-28T13:31:00.000Z,2006-06-18,"Via Pietro Viana, 63
Bonsucesso
19412-899 Rodrigues / CE",73293-926,CE
320,Augusto Cunha,ananogueira@example.com,PF,97146520307,2014-08-18T15:32:00.000Z,1973-10-27,"Aeroporto Gustavo Sales, 31
Novo Santa Cecilia
26559950 Fogaça / BA",24478-005,BA
321,Alice Caldeira,renandas-neves@example.com,PF,89407613593,2015-09-11T14:13:00.000Z,1966-01-14,"Vale Raul Martins
Vila Suzana Segunda Seção
15140187 Moreira / RJ",46599212,RJ
322,Maria Gonçalves,sophia05@example.net,PF,85213679021,2020-12-23T11:46:00.000Z,1948-03-16,"Fazenda de Sales, 7
Cidade Nova
30962-895 da Mota da Mata / AL",57024167,AL
323,Heitor Fogaça,ida-conceicao@example.org,PF,42601379804,2022-01-16T16:38:00.000Z,1981-10-17,"Estrada de Araújo, 88
São João Batista
95716-779 Nunes de Cunha / MG",06404-309,MG
324,Pedro Henrique Jesus,lais53@example.org,PF,46103759820,2017-01-03T11:30:00.000Z,1979-06-28,"Avenida Vitória Alves
Marajó
04241-445 Pires Grande / MT",29840346,MT
325,Luiz Miguel Azevedo,levi71@example.net,PF,85310296786,2010-09-03T15:15:00.000Z,1988-06-14,"Estrada Cavalcanti, 11
Fernão Dias
08167-716 Pires / RO",87547809,RO
326,Thomas Ribeiro,ndias@example.net,PF,14802659776,2022-08-25T14:34:00.000Z,1954-03-03,"Área de Novaes, 64
Santa Sofia
38813939 Costela / BA",83686843,BA
327,Cauã Rodrigues,samuelcastro@example.com,PF,81579462049,2018-07-28T11:10:00.000Z,1946-01-04,"Colônia Augusto Aragão, 1
Guarani
89541-134 Souza do Norte / MG",14013920,MG
328,Ana Luiza Campos,erick55@example.org,PF,14623079570,2020-10-08T14:02:00.000Z,1967-02-24,"Viaduto Pinto, 87
Santa Efigênia
85902-228 Vieira / RR",59633-454,RR
329,Luana da Conceição,ssantos@example.com,PF,14907258658,2015-06-04T12:32:00.000Z,1945-06-11,"Vila Cavalcanti, 8
Milionario
04460296 Cardoso Verde / GO",72374771,GO
330,Alexia da Mata,isabel63@example.com,PF,07342968196,2020-07-27T10:30:00.000Z,1948-12-16,"Passarela Sophie Cavalcanti, 180
Mangabeiras
06829-301 Dias de Novaes / MS",48072-513,MS
331,Kamilly Santos,thiagocosta@example.com,PF,18956240370,2018-11-25T10:36:00.000Z,2006-11-12,"Vale de Barbosa, 28
Vila Nova
22598-565 da Cunha / SE",30422-203,SE
332,Kaique Vieira,cardosomariana@example.com,PF,81943572097,2017-12-12T12:13:00.000Z,1956-03-21,"Aeroporto Ramos, 66
Caiçaras
13805-115 Fernandes da Serra / AP",09963-625,AP
333,Luiz Gustavo Vieira,danielada-cruz@example.org,PF,38971265086,2014-05-18T12:22:00.000Z,1981-03-20,"Ladeira Benjamin da Costa, 84
Aeroporto
21931001 Dias / AL",17414-225,AL
334,Maria Sophia Nogueira,almeidathiago@example.org,PF,87456103208,2022-06-09T11:33:00.000Z,1963-10-27,"Residencial de da Mota, 96
Universitário
88137-668 Fogaça do Galho / GO",04355743,GO
335,Valentina das Neves,ana-beatrizlima@example.org,PF,80327194588,2020-12-01T12:03:00.000Z,1981-06-29,"Estrada de Freitas, 767
Vila Nova Cachoeirinha 1ª Seção
10859507 Gomes de Goiás / RO",99239-958,RO
336,João Guilherme Carvalho,gabrielly85@example.com,PF,75096328112,2017-09-08T11:54:00.000Z,2003-02-26,"Lago de Silveira, 26
Universo
70315549 Martins do Oeste / PB",13837332,PB
337,Esther Pinto,das-nevesjoao-lucas@example.com,PF,54091768202,2018-02-04T15:44:00.000Z,1958-10-26,"Pátio de Rodrigues, 52
Pompéia
79348-898 da Rocha / CE",16597-699,CE
338,Gabrielly Cavalcanti,nfreitas@example.org,PF,04517238644,2021-07-02T14:33:00.000Z,1965-04-06,"Passarela de Cardoso, 42
Coração De Jesus
88431770 da Cruz do Sul / PR",26493759,PR
339,Alana Lima,barbosaanthony@example.com,PF,40983567166,2020-07-17T11:20:00.000Z,1977-11-15,"Lagoa Correia, 6
Nossa Senhora Da Conceição
53460795 Castro / RR",68240549,RR
340,Luana Ramos,felipefreitas@example.net,PF,28790513630,2014-12-05T15:47:00.000Z,1980-10-20,"Campo Thales da Rosa, 385
Nossa Senhora Da Conceição
30747-344 Barros / CE",92593407,CE
341,Isadora da Conceição,isabella08@example.net,PF,68375490148,2019-05-11T13:47:00.000Z,1963-12-15,"Sítio Júlia Duarte, 15
Cruzeiro
21673096 Rodrigues / MA",17565510,MA
342,Emanuella Souza,cporto@example.org,PF,91627854355,2015-08-22T12:37:00.000Z,2007-09-17,"Travessa Rodrigo Moraes, 226
Vila Ecológica
57113-154 da Paz / RS",19680-352,RS
343,Maria Caldeira,novaesluiza@example.net,PF,51207436925,2021-03-16T13:10:00.000Z,1954-05-09,"Colônia Maria Clara Martins, 45
Araguaia
61169-881 Souza / RN",15369-489,RN
344,Bryan Aragão,vitor-hugoda-rosa@example.net,PF,25498073674,2022-02-15T11:38:00.000Z,1981-09-11,"Loteamento Cavalcanti, 64
Pirineus
84958551 da Costa / RR",52651-762,RR
345,Sabrina Souza,clarice37@example.com,PF,32564798128,2018-09-27T10:48:00.000Z,1949-05-19,"Largo de das Neves, 4
São Francisco
98105790 da Cunha / PR",95814380,PR
346,Melissa Azevedo,caueda-rocha@example.com,PF,12904856315,2013-09-28T10:51:00.000Z,1983-10-19,"Vila Costa, 31
Vila São Geraldo
89813224 da Paz do Sul / MT",44777-611,MT
347,Guilherme Vieira,duartecalebe@example.net,PF,19620734831,2019-12-04T11:07:00.000Z,1986-03-21,"Área de Novaes, 53
Santa Helena
50630-482 Pereira da Praia / MA",44365577,MA
348,Luiz Felipe Sales,ana-carolinagoncalves@example.org,PF,28197460558,2019-12-02T10:03:00.000Z,1959-08-21,"Colônia Nicolas Melo, 1
Tupi B
75060001 Gomes / MT",58053625,MT
349,Elisa Vieira,fogacamariana@example.net,PF,78154396084,2021-07-02T16:11:00.000Z,1970-11-23,"Condomínio Pietro Ramos, 97
Unidas
90647564 Rocha / AC",53252-653,AC
350,Cauê Pires,eoliveira@example.org,PF,89306217595,2017-04-22T16:11:00.000Z,1990-03-30,"Rodovia Thales da Rosa, 380
Ribeiro De Abreu
80309681 Nogueira de Minas / MT",29069683,MT
351,Stella Aragão,evelynporto@example.org,PF,40526913770,2022-01-19T16:23:00.000Z,1954-12-31,"Rodovia Stella da Rosa, 97
Senhor Dos Passos
08421676 Costa / MA",13942094,MA
352,Francisco Porto,maysafarias@example.net,PF,91640257802,2021-04-07T15:37:00.000Z,1964-04-20,"Lagoa Melissa Nunes, 27
Vila Jardim São José
94097397 Moura / MA",39100-530,MA
353,João Vitor Peixoto,fbarros@example.net,PF,29576403170,2022-10-08T11:05:00.000Z,1985-10-23,"Campo de Cardoso, 733
Concórdia
40716980 da Mata de Goiás / MT",51813575,MT
354,Alexandre da Conceição,noahviana@example.net,PF,41507329652,2015-11-12T13:17:00.000Z,1992-08-26,"Aeroporto Davi Lucas Pereira, 60
Pilar
84299-025 Monteiro / DF",21529-279,DF
355,Julia da Costa,ana49@example.com,PF,62974310869,2022-07-07T12:14:00.000Z,1995-03-17,"Alameda de Nogueira, 63
Primeiro De Maio
05530868 Aragão / RJ",30867401,RJ
356,Cecília Barbosa,felipesouza@example.net,PF,74053281644,2020-02-23T13:12:00.000Z,1968-03-09,"Trevo Gomes, 366
São Bento
10083984 Duarte / RR",61431168,RR
357,Mariana Araújo,camilafreitas@example.net,PF,65249718094,2019-01-28T15:17:00.000Z,1990-09-27,"Distrito Novaes, 95
Ouro Preto
02850486 Viana da Mata / SE",27573-392,SE
358,Enzo Gabriel Santos,moreiralorenzo@example.com,PF,24031568924,2019-01-20T15:29:00.000Z,1990-04-19,"Lago Nogueira, 99
Pedreira Padro Lopes
56750988 Mendes de Monteiro / GO",12951452,GO
359,Yuri da Mata,ramosmatheus@example.org,PF,63247180508,2014-01-11T13:39:00.000Z,1998-12-16,"Estrada de Rocha, 10
Bela Vitoria
02788860 da Mata / RS",24521921,RS
360,Marcela Alves,matheusfarias@example.com,PF,62489510398,2012-02-20T10:11:00.000Z,1949-12-02,"Morro de Santos, 8
Ápia
34272-033 Peixoto / BA",80139-905,BA
361,Gabrielly Nascimento,marina09@example.com,PF,19064735875,2016-04-19T15:11:00.000Z,2000-10-07,"Condomínio Pinto
Pompéia
71964-403 Gomes / SE",74716-414,SE
362,Calebe Silva,viniciusalves@example.com,PF,73529608130,2016-12-08T14:07:00.000Z,1947-03-16,"Campo Castro, 18
Vila Independencia 3ª Seção
65430750 Caldeira de Minas / PA",82992773,PA
363,Elisa Cardoso,qmonteiro@example.com,PF,75923401606,2021-02-13T15:55:00.000Z,1972-02-06,"Rodovia Enrico Dias, 568
Solar Do Barreiro
95137-184 Gonçalves / CE",90051893,CE
364,Felipe Mendes,kduarte@example.com,PF,05934768247,2021-12-12T15:51:00.000Z,1991-01-24,"Área Lopes
Manacas
16203-655 da Rocha do Oeste / MG",99984717,MG
365,Pedro Farias,leonardo03@example.org,PF,25941386060,2016-06-14T10:56:00.000Z,1966-07-30,"Travessa de Melo, 58
Embaúbas
63165-029 da Mata do Norte / SC",03720985,SC
366,Vinicius Barbosa,pietrasantos@example.com,PF,53970486157,2015-07-26T16:20:00.000Z,1992-08-21,"Trevo da Mata, 34
Copacabana
97169-257 Lopes / MG",06457184,MG
367,Giovanna Gonçalves,imelo@example.net,PF,45320796161,2019-01-18T13:36:00.000Z,1976-04-03,"Setor Cecília Santos, 475
Alto Das Antenas
37661125 Castro da Serra / AP",66831058,AP
368,André Campos,da-rochaenzo@example.net,PF,76319420561,2019-12-10T12:21:00.000Z,1999-03-16,"Alameda de Rezende
Vila São Dimas
78409-947 da Rosa dos Dourados / PR",18201199,PR
369,Clara da Rosa,pedroaragao@example.net,PF,31598427628,2021-08-05T11:10:00.000Z,1962-01-26,"Área de Barbosa
Boa Esperança
12228766 da Rocha / MA",18121868,MA
370,Matheus Monteiro,silveiradaniela@example.com,PF,89725146085,2018-09-18T14:01:00.000Z,1991-05-22,"Pátio de Sales, 67
Floresta
92117556 Farias / MS",09609-192,MS
371,Alice Pereira,ana-sophiada-rosa@example.org,PF,12674803940,2016-10-07T12:55:00.000Z,1974-09-20,"Praça de da Costa
São Luiz
36793299 Gonçalves Alegre / RS",79382831,RS
372,Sophie Viana,caionogueira@example.com,PF,24608931750,2019-08-08T15:32:00.000Z,1949-01-08,"Morro de Mendes
Barão Homem De Melo 2ª Seção
98383-009 Barros / PA",93302-153,PA
373,Alexia Gonçalves,aragaobenicio@example.org,PF,06942853747,2011-08-10T14:10:00.000Z,1953-02-08,"Conjunto das Neves, 55
Jardim Guanabara
86015936 da Mota / GO",24435-984,GO
374,Joana Cardoso,oaraujo@example.net,PF,29547310607,2018-06-04T12:06:00.000Z,2001-11-19,"Ladeira da Mata, 68
Santa Helena
34943780 Monteiro / GO",63109-218,GO
375,Mariana Campos,fteixeira@example.org,PF,14278059388,2020-01-18T10:58:00.000Z,1953-10-30,"Feira Valentina Cunha, 650
Paulo Vi
73872830 Araújo / RO",03747393,RO
376,Vicente Lima,aporto@example.org,PF,36048512708,2017-12-05T13:32:00.000Z,1954-05-08,"Campo de Peixoto, 986
Minaslandia
17320957 Nascimento / AL",07816-004,AL
377,Enzo Gabriel Nogueira,unovaes@example.net,PF,60159738202,2022-05-24T13:01:00.000Z,1984-01-03,"Travessa Vinicius Barros, 44
Fernão Dias
34809000 Aragão do Sul / PA",76695-424,PA
378,Marcos Vinicius Silveira,nicolasvieira@example.org,PF,41875603948,2021-04-18T10:22:00.000Z,1947-02-20,"Lago Lucas Araújo, 932
Aarão Reis
27856-608 Freitas / PA",32054984,PA
379,Lucas Gabriel da Paz,alexialima@example.net,PF,08294316750,2012-01-06T13:39:00.000Z,1969-06-02,"Vereda de Peixoto, 62
Nova Pampulha
32102668 Nunes do Amparo / PR",10572663,PR
380,Bianca Melo,kda-rosa@example.net,PF,69547032810,2021-12-19T15:18:00.000Z,1943-10-10,"Praça Azevedo
Vila Engenho Nogueira
82357767 Fogaça Alegre / AL",12667201,AL
381,Igor Fogaça,benicio23@example.com,PF,59468107310,2022-04-05T12:17:00.000Z,1957-07-09,"Núcleo Vitor Hugo Silveira
Urca
42115476 Nogueira de Goiás / MG",03115933,MG
382,Maria Luiza da Paz,gustavo-henrique41@example.net,PF,30675984157,2020-05-16T15:51:00.000Z,1955-07-09,"Feira Maria Sophia Martins, 57
Renascença
36430-403 Viana / AC",00197-242,AC
383,Kaique Pinto,gomessarah@example.com,PF,94308561205,2019-05-12T14:07:00.000Z,1987-01-12,"Avenida de Araújo, 7
Coração De Jesus
69748062 Silveira / SC",74845178,SC
384,Ana Vitória Rocha,luiz-miguel54@example.org,PF,74851360975,2018-06-18T12:51:00.000Z,1976-12-04,"Área Leandro Pinto, 64
Mirtes
15774748 Silva / PE",35030180,PE
385,Bianca Ferreira,lpires@example.net,PF,23896074113,2019-08-23T16:32:00.000Z,1963-04-10,"Passarela Porto
Brasil Industrial
28719-095 Rodrigues do Galho / MS",82587-398,MS
386,Letícia Fernandes,leviferreira@example.com,PF,78124906378,2013-09-19T10:30:00.000Z,1992-07-11,"Sítio Freitas, 287
Tiradentes
92792659 Mendes / SP",50476-469,SP
387,Davi Luiz Ferreira,calebe41@example.org,PF,03812579677,2020-04-17T15:54:00.000Z,1947-05-30,"Conjunto de Barros, 65
Vila De Sá
18818132 Duarte / SC",86632954,SC
388,Luna Fogaça,gvieira@example.org,PF,52831974097,2015-03-26T15:47:00.000Z,1981-06-22,"Lagoa Manuela Cunha, 16
Bom Jesus
87170979 Campos Grande / GO",28461-225,GO
389,João Gabriel Melo,rramos@example.net,PF,12950634842,2021-07-20T13:13:00.000Z,1951-06-09,"Núcleo de Moreira, 45
Vila Tirol
44985908 Silva de da Mata / RS",58456-105,RS
390,Evelyn da Cruz,grodrigues@example.org,PF,84501796294,2021-12-16T15:15:00.000Z,1996-08-08,"Jardim Ribeiro, 48
São Bento
52293313 Pinto / RR",07839286,RR
391,Fernando da Rosa,nteixeira@example.net,PF,53214609734,2018-11-27T13:17:00.000Z,1972-09-18,"Avenida Costa, 21
São Bento
99755-316 da Luz de Goiás / PB",02839093,PB
392,Clara Jesus,nicolasda-conceicao@example.net,PF,83502476144,2019-02-11T13:02:00.000Z,1957-07-12,"Campo Gomes, 691
Coração Eucarístico
07070484 Martins / DF",66134843,DF
393,Stella Cardoso,evelynda-cruz@example.com,PF,90685743101,2018-11-05T16:48:00.000Z,1953-12-24,"Esplanada da Paz, 17
Rio Branco
39661184 Aragão / TO",20897-575,TO
394,Fernando Ribeiro,falves@example.org,PF,85241309624,2012-10-04T14:00:00.000Z,1972-06-02,"Estrada Manuela Nogueira, 132
Manacas
24012073 Nunes do Amparo / MA",61506780,MA
395,Emanuella Santos,felipe23@example.com,PF,96180742340,2021-10-14T10:15:00.000Z,1957-09-19,"Sítio de Rezende, 8
Anchieta
43074-122 Cardoso / PR",44099-630,PR
396,Eduardo Vieira,vitor-gabrielduarte@example.org,PF,19503472814,2021-05-20T15:26:00.000Z,1954-01-26,"Rodovia Arthur Almeida, 93
Madre Gertrudes
57312373 Correia de Minas / AP",28363911,AP
397,Davi Teixeira,yuri21@example.net,PF,58937460238,2019-09-08T15:09:00.000Z,1997-03-23,"Estação Pires, 61
Confisco
53441314 Rodrigues / MS",90263952,MS
398,Ryan Rezende,ycaldeira@example.org,PF,21650984324,2020-01-07T14:38:00.000Z,1989-01-15,"Ladeira de Rocha, 145
Vila Da Paz
83445591 Almeida / MT",90506573,MT
399,Luna Cardoso,danilofogaca@example.net,PF,36209758177,2020-07-18T15:01:00.000Z,1970-03-05,"Feira da Conceição, 477
Nossa Senhora De Fátima
86348520 da Cunha de Goiás / RS",81498-140,RS
400,Bárbara Ramos,heloisa96@example.com,PF,36920581442,2016-06-14T13:40:00.000Z,1982-11-03,"Ladeira Ferreira, 75
Vila Nova Paraíso
42850-911 da Paz do Amparo / PI",11993-518,PI
401,Gabriel Freitas,ramosvicente@example.org,PF,03761452934,2022-01-12T12:12:00.000Z,1972-09-17,"Vila das Neves, 59
Vila Paris
99719-613 Cavalcanti / RN",56920707,RN
402,Laura Monteiro,fmartins@example.net,PF,47569320107,2013-02-19T12:25:00.000Z,1999-09-14,"Chácara de Lopes, 82
Palmeiras
94391507 da Paz de Goiás / PE",47371-685,PE
403,Marina Gonçalves,eduardacunha@example.com,PF,21403796599,2013-03-01T16:07:00.000Z,1958-08-06,"Área de Monteiro, 45
Tiradentes
56072797 Monteiro das Pedras / BA",56030302,BA
404,Natália Cunha,enricoda-mota@example.net,PF,39175064839,2020-05-18T12:40:00.000Z,1990-06-24,"Núcleo da Mata, 74
São Salvador
61515576 da Luz Paulista / TO",78031179,TO
405,Lívia Mendes,zrocha@example.net,PF,76458920300,2022-12-26T11:41:00.000Z,2006-09-04,"Trecho Freitas
Eymard
62052-683 Moreira Paulista / CE",10929-125,CE
406,Pietro Monteiro,piresalexandre@example.org,PF,75369184291,2022-12-04T11:43:00.000Z,1969-07-06,"Lagoa Moraes, 41
Vitoria
30084861 Cardoso de Castro / PA",57721436,PA
407,Ana Luiza Vieira,azevedohelena@example.com,PF,48392605160,2022-02-14T10:41:00.000Z,1953-06-27,"Residencial de Cardoso
Vista Do Sol
40482-452 Barros / CE",30659-464,CE
408,Nicole Alves,goncalvesmanuela@example.org,PF,92583041797,2020-06-09T14:44:00.000Z,1992-11-26,"Estrada Caio Correia, 75
São Bernardo
27281-282 Monteiro / ES",65882-324,ES
409,Isabella Dias,da-pazlorena@example.com,PF,13274659061,2010-09-11T12:03:00.000Z,1991-04-15,"Viaduto Davi Luiz Silveira, 20
Vale Do Jatoba
78006-984 da Rosa / MG",08528539,MG
410,Antônio da Rocha,cardosoemilly@example.net,PF,17923456828,2018-07-10T12:41:00.000Z,1997-06-18,"Passarela Isabel da Luz, 438
Bandeirantes
19188078 Peixoto / GO",83847-326,GO
411,Rodrigo Moraes,teixeiravitor@example.net,PF,72681593077,2012-05-26T10:05:00.000Z,1973-01-14,"Aeroporto Carvalho
Conjunto Providencia
50935-107 Barros / BA",29121495,BA
412,Felipe Cunha,isabelly34@example.net,PF,49301267543,2018-07-21T15:47:00.000Z,1962-05-02,"Viela Bianca da Mota, 410
Varzea Da Palma
99953812 da Rosa dos Dourados / RN",73751-181,RN
413,Luna Nascimento,ana-luizacorreia@example.org,PF,76385490238,2022-07-21T11:57:00.000Z,1955-02-16,"Viela de da Cruz, 6
Santo Antônio
52594837 Oliveira do Sul / TO",05782-666,TO
414,Vitória Caldeira,martinsdaniel@example.com,PF,18034957666,2012-07-05T13:01:00.000Z,2000-06-26,"Pátio Nina Rocha, 68
Santa Maria
45886-533 Cardoso / MG",98477712,MG
415,Luiz Henrique Moura,leonardoda-costa@example.net,PF,41637058993,2014-09-10T15:52:00.000Z,1961-03-12,"Lago de Monteiro, 1
Ribeiro De Abreu
57852761 Martins / SC",56036026,SC
